Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26
GENESIS-Tabelle: 48121-0002;;;;;;;;;;;;;;;;;;;;;;;;;
Unternehmen, Tätige Personen, Umsatz und weitere betriebs-;;;;;;;;;;;;;;;;;;;;;;;;;
und volkswirtschaftliche Kennzahlen: Deutschland, Jahre,;;;;;;;;;;;;;;;;;;;;;;;;;
Unternehmensgröße, Wirtschaftszweige;;;;;;;;;;;;;;;;;;;;;;;;;
Statistik für kleine und mittlere Unternehmen;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Unternehmen;Unternehmen (EU);Tätige Personen;Umsatz;Umsatz je tätige Person;Bruttoinvestitionen in Sachanlagen;Bruttoinvestitionen in Sachanl. je tätige Person;Unternehmen mit Investitionen;Bruttowertschöpfung zu Faktorkosten;Bruttowertschöpf. zu Faktorkosten je tätige Person;Bruttobetriebsüberschuss;Bruttobetriebsüberschuss je tätige Person;Personalaufwendungen;Personalaufwendungen je tätige Person;Bruttolöhne und -gehälter;Sozialversicherungskosten;Produktionswert;Waren- und Dienstleistungskäufe;Käufe v.Waren u.DL z.Wiederverk. i.unveränd. Zust.;Aufwendungen für Leiharbeitnehmer;Lohn- und Gehaltsempfänger;Lohn- und Gehaltsempfänger in Vollzeiteinheiten
;;;;Anzahl;Anzahl;Anzahl;Mill. EUR;EUR;Mill. EUR;EUR;Anzahl;Mill. EUR;EUR;Mill. EUR;EUR;Mill. EUR;EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Mill. EUR;Anzahl;Anzahl
2010;Kleinstunternehmen;WZ08-J;Information und Kommunikation;72993;.;156160;12653;81029;423;2709;35000;7448;47697;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;166361;.;273320;28944;105899;11921;43617;35611;21451;78483;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;312238;.;733026;48349;65958;1721;2347;137011;32516;44359;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;102251;.;274928;15796;57456;1471;5350;47232;9526;34650;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;10123;.;21819;1204;55166;42;1942;3586;599;27443;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleinstunternehmen;;Insgesamt;1678283;.;4665889;337927;72425;24576;5267;667023;147649;31644;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;656;.;12142;1898;156338;179;14741;574;789;64964;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-C;Verarbeitendes Gewerbe;59098;.;1098368;109595;99780;4039;3678;48532;44924;40901;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-D;Energieversorgung;406;.;4191;2143;511316;209;49843;357;575;137180;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;2109;.;36071;7765;215269;1631;45219;1917;3977;110269;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-F;Baugewerbe;36018;.;640821;62543;97598;1563;2438;29182;25958;40507;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;88066;.;1405162;223832;159293;3201;2278;54219;44829;31903;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-H;Verkehr und Lagerei;21093;.;400160;37167;92881;2803;7005;15818;16874;42169;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-I;Gastgewerbe;43290;.;794682;23257;29265;1033;1300;32457;11058;13915;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-J;Information und Kommunikation;10015;.;187326;21205;113196;511;2726;8264;10637;56782;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;6759;.;67306;20495;304505;6990;103858;4222;13544;201234;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;31964;.;547246;47312;86455;1526;2789;26082;29619;54124;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;17621;.;355994;21276;59764;1472;4135;12708;11551;32447;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;420;.;7709;586;75957;16;2019;302;267;34624;-;-;-;-;.;.;.;.;.;.;.;.
2010;Kleine Unternehmen;;Insgesamt;317514;.;5557177;579073;104203;25173;4530;234634;214603;38617;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;127;.;9531;1814;190378;135;14201;115;634;66505;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-C;Verarbeitendes Gewerbe;16398;.;1570317;240121;152912;7675;4888;14865;80203;51075;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-D;Energieversorgung;562;.;23697;13656;576277;1141;48144;515;3529;148935;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;825;.;61583;14147;229727;1885;30615;779;6057;98361;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-F;Baugewerbe;3318;.;270399;38392;141981;976;3610;2990;13579;50218;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;20460;.;1125247;327920;291421;3797;3374;15488;53271;47342;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-H;Verkehr und Lagerei;4458;.;383888;46234;120437;2269;5912;3559;16964;44189;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-I;Gastgewerbe;3987;.;324334;12699;39154;611;1885;3313;5831;17979;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-J;Information und Kommunikation;2406;.;211108;30919;146458;1280;6061;2118;15529;73557;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;1207;.;48660;21148;434606;4823;99109;975;13000;267162;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;3145;.;260300;34675;133210;1143;4391;2740;18792;72194;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;6601;.;668857;28152;42089;1456;2177;4959;16435;24572;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;59;.;5286;585;110692;6;1070;47;255;48333;-;-;-;-;.;.;.;.;.;.;.;.
2010;Mittlere Unternehmen;;Insgesamt;63553;.;4963209;810462;163294;27197;5480;52462;244080;49178;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;36;.;46323;9048;195334;981;21171;35;5217;112631;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-C;Verarbeitendes Gewerbe;5116;.;3752725;1365729;363930;36473;9719;4914;315416;84050;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-D;Energieversorgung;507;.;192911;410863;2129807;10574;54813;452;45442;235558;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;177;.;80973;20845;257431;1922;23742;174;8410;103860;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-F;Baugewerbe;272;.;139198;30142;216542;793;5696;259;10454;75103;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;4161;.;2039136;967479;474456;6954;3410;3496;111846;54850;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-H;Verkehr und Lagerei;879;.;907976;140654;154910;14446;15910;695;49548;54569;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-I;Gastgewerbe;248;.;182131;9984;54816;959;5264;224;4616;25342;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-J;Information und Kommunikation;577;.;424155;140133;330381;6952;16389;530;56748;133791;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;187;.;51461;30458;591855;3956;76867;155;11733;227998;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;646;.;465240;74374;159861;2086;4483;552;30607;65788;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;1785;.;1399470;75797;54161;4859;3472;1469;40789;29146;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;5;.;3225;318;98732;4;1125;4;163;50564;-;-;-;-;.;.;.;.;.;.;.;.
2010;Großunternehmen;;Insgesamt;14597;.;9684924;3275825;338240;90958;9392;12959;690990;71347;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;1836;.;72142;13260;183809;1323;18333;1197;6836;94758;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-C;Verarbeitendes Gewerbe;209370;.;6923521;1750129;252780;49477;7146;141478;455802;65834;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-D;Energieversorgung;1722;.;221264;426882;1929287;12341;55776;1500;49588;224111;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;4615;.;183611;44083;240090;5821;31700;4208;19156;104327;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-F;Baugewerbe;238924;.;1639013;173298;105733;4596;2804;137569;67434;41143;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;566512;.;5893088;1641128;278484;16366;2777;205516;238705;40506;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-H;Verkehr und Lagerei;87535;.;1880567;236524;125773;22054;11727;45200;89402;47540;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-I;Gastgewerbe;216069;.;1895397;63604;33557;3272;1726;106844;29189;15400;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-J;Information und Kommunikation;85990;.;978750;204910;209359;9165;9364;45912;90362;92324;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-L;Grundstücks- und Wohnungswesen;174515;.;440747;101045;229258;27690;62825;40963;59728;135516;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;347993;.;2005812;204710;102058;6475;3228;166384;111535;55606;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;128258;.;2699248;141020;52244;9258;3430;66369;78302;29009;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;10607;.;38039;2693;70789;67;1767;3939;1284;33762;-;-;-;-;.;.;.;.;.;.;.;.
2010;Insgesamt;;Insgesamt;2073947;.;24871199;5003287;201168;167904;6751;967079;1297323;52162;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;829;.;3101;397;128065;42;13423;375;166;53603;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-C;Verarbeitendes Gewerbe;125306;.;487181;35007;71856;1344;2758;72576;15416;31644;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-D;Energieversorgung;278;.;499;233;466479;586;1174710;171;61;122095;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;1514;.;5020;1380;274852;361;71857;1329;726;144574;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-F;Baugewerbe;196792;.;633319;44205;69799;1301;2054;107222;17879;28230;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;456200;.;1272032;120766;94939;2556;2010;141282;29799;23426;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-H;Verkehr und Lagerei;62018;.;189591;13075;68962;1447;7634;26388;6709;35385;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-I;Gastgewerbe;170324;.;595794;18118;30411;748;1256;70414;7878;13223;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-J;Information und Kommunikation;79485;.;168132;13748;81767;428;2544;41067;8228;48938;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;188549;.;304258;31539;103657;9406;30914;41306;23568;77461;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;336059;.;762912;51604;67640;2108;2763;146994;34857;45689;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;105707;.;277352;16322;58850;1376;4963;49224;9797;35325;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;9512;.;20291;1151;56723;66;3235;3179;586;28880;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleinstunternehmen;;Insgesamt;1732573;.;4719481;347543;73640;21769;4613;701525;155670;32985;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;755;.;12892;2263;175498;228;17654;699;897;69614;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-C;Verarbeitendes Gewerbe;60275;.;1114137;122476;109929;4481;4022;49775;48291;43344;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-D;Energieversorgung;418;.;4130;2204;533667;256;61981;364;610;147780;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;2269;.;38446;8477;220498;1651;42944;1985;4274;111157;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-F;Baugewerbe;42577;.;740032;76857;103856;2023;2734;33705;31832;43014;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;98719;.;1547066;250429;161874;4262;2755;62527;52287;33797;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-H;Verkehr und Lagerei;22105;.;415680;38826;93405;2607;6272;16501;17629;42409;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-I;Gastgewerbe;47586;.;842799;26401;31325;1594;1891;34499;12709;15080;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-J;Information und Kommunikation;10182;.;189278;22793;120418;571;3016;8382;11625;61417;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;6754;.;64865;20304;313018;4596;70858;4168;13166;202977;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;32250;.;546501;50648;92676;1262;2309;26471;30923;56584;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;18038;.;360644;23022;63837;1619;4490;12974;12305;34120;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;404;.;7438;592;79650;18;2469;326;262;35265;-;-;-;-;.;.;.;.;.;.;.;.
2011;Kleine Unternehmen;;Insgesamt;342331;.;5883907;645292;109671;25168;4277;252378;236810;40247;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;148;.;10489;2229;212474;164;15679;118;791;75437;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-C;Verarbeitendes Gewerbe;16849;.;1595531;257749;161544;8818;5527;15142;85403;53527;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-D;Energieversorgung;572;.;23975;13805;575820;1337;55763;513;3567;148787;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;916;.;68809;15904;231138;2022;29382;848;6610;96058;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-F;Baugewerbe;3444;.;279156;41551;148847;1004;3597;3132;14761;52876;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;22125;.;1199901;352247;293563;4671;3892;16672;59162;49306;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-H;Verkehr und Lagerei;4608;.;391382;47397;121101;2435;6221;3903;16697;42661;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-I;Gastgewerbe;3940;.;320664;13483;42048;720;2246;3241;6566;20477;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-J;Information und Kommunikation;2534;.;218343;33432;153116;832;3810;2254;16596;76007;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-L;Grundstücks- und Wohnungswesen;1337;.;55456;22623;407944;5131;92524;994;13936;251305;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;3545;.;292971;40146;137031;1283;4379;3094;20408;69660;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;7092;.;718527;32268;44909;1696;2360;5449;19131;26626;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;58;.;4642;496;106816;6;1265;50;202;43407;-;-;-;-;.;.;.;.;.;.;.;.
2011;Mittlere Unternehmen;;Insgesamt;67168;.;5179845;873330;168602;30119;5815;55411;263830;50934;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;35;.;41592;8803;211658;788;18936;35;3990;95926;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-C;Verarbeitendes Gewerbe;5417;.;3939086;1540881;391177;43668;11086;5217;341108;86596;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-D;Energieversorgung;509;.;195311;466216;2387042;9889;50634;452;37983;194473;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;199;.;86537;24574;283967;2158;24934;195;9433;109008;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-F;Baugewerbe;300;.;148852;34673;232937;778;5225;281;9918;66627;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;4715;.;2230257;1089894;488686;8383;3759;3881;116780;52362;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-H;Verkehr und Lagerei;973;.;985871;156705;158951;15541;15763;789;49378;50085;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-I;Gastgewerbe;353;.;219510;11251;51255;500;2276;323;5145;23436;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-J;Information und Kommunikation;668;.;469810;150655;320673;8433;17949;550;63629;135435;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;192;.;51738;26535;512873;4107;79372;162;12864;248642;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;707;.;479129;80330;167659;2787;5816;611;33097;69078;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;1896;.;1538142;81627;53068;5685;3696;1584;41294;26847;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;10;.;4194;540;128685;2;493;7;217;51802;-;-;-;-;.;.;.;.;.;.;.;.
2011;Großunternehmen;;Insgesamt;15974;.;10390029;3672684;353482;102717;9886;14089;724835;69763;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;1767;.;68074;13692;201127;1221;17940;1227;5845;85858;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-C;Verarbeitendes Gewerbe;207847;.;7135934;1956112;274121;58311;8171;142709;490219;68697;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-D;Energieversorgung;1777;.;223915;482458;2154646;12068;53897;1500;42221;188559;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;4898;.;198812;50335;253179;6191;31141;4357;21042;105840;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-F;Baugewerbe;243112;.;1801359;197286;109521;5106;2834;144340;74389;41296;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;581760;.;6249256;1813336;290168;19872;3180;224362;258027;41289;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-H;Verkehr und Lagerei;89704;.;1982523;256003;129130;22030;11112;47581;90412;45604;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-I;Gastgewerbe;222203;.;1978766;69254;34998;3562;1800;108478;32298;16322;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-J;Information und Kommunikation;92869;.;1045563;220628;211013;10263;9816;52253;100078;95716;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-L;Grundstücks- und Wohnungswesen;196831;.;476317;101000;212045;23240;48790;46631;63535;133388;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;372561;.;2081512;222727;107003;7440;3574;177171;119285;57307;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;132732;.;2894664;153239;52939;10377;3585;69231;82528;28510;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;9984;.;36566;2779;76001;92;2515;3562;1267;34653;-;-;-;-;.;.;.;.;.;.;.;.
2011;Insgesamt;;Insgesamt;2158046;.;26173262;5538850;211622;179772;6869;1023403;1381146;52769;-;-;-;-;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;1030;.;3699;500;135088;55;14893;620;239;64728;156;42112;84;22616;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-C;Verarbeitendes Gewerbe;124679;.;481017;36478;75834;1271;2642;78073;15422;32062;6657;13839;8766;18223;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-D;Energieversorgung;329;.;498;274;550464;670;1345460;205;83;167528;68;137356;15;30173;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-E;Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;1543;.;5202;1415;272026;388;74544;1341;726;139624;530;101791;197;37832;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-F;Baugewerbe;224773;.;735837;52980;72000;1901;2583;121253;20937;28453;7429;10096;13508;18357;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-G;Handel, Instandhaltung und Reparatur von Kfz;457845;.;1300096;120802;92918;2527;1944;143683;29637;22796;14453;11117;15010;11545;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-H;Verkehr und Lagerei;60318;.;185378;13145;70909;951;5131;23750;6657;35911;4316;23281;2341;12631;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-I;Gastgewerbe;166327;.;597699;18191;30435;776;1298;72981;8091;13537;4877;8160;3216;5381;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-J;Information und Kommunikation;80703;.;169381;13971;82480;357;2108;35370;8466;49983;5292;31243;3174;18740;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-L;Grundstücks- und Wohnungswesen;188637;.;303303;32076;105755;7410;24431;37550;23814;78517;22148;73022;1667;5495;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-M;Freiberufliche, wiss. u. techn. Dienstleistungen;343068;.;772684;52408;67826;1622;2100;137718;35862;46412;24802;32099;11059;14313;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-N;Sonstige wirtschaftliche Dienstleistungen;110830;.;286844;16637;58000;1422;4958;48024;10143;35360;7037;24533;3106;10827;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;WZ08-95;Reparatur von DV-Geräten und Gebrauchsgütern;9595;.;19926;1132;56808;30;1498;2856;574;28792;403;20232;171;8559;.;.;.;.;.;.;.;.
2012;Kleinstunternehmen;;Insgesamt;1769678;.;4861563;360009;74052;19380;3986;703424;160653;33045;98168;20193;62313;12817;.;.;.;.;.;.;.;.
2012;Kleine Unternehmen;WZ08-B;Bergbau und Gewinnung von Steinen und Erden;702;.;11994;2199;183382;241;20134;611;900;75032;471;39246;429;35786;.;.;.;.;.;.;.;.
